Name,Reference,CPU,GPU,RAM,Storage,Refresh screen,Color,Price,Garentie,Availability
Pc Portable Gamer MSI Katana 15 HX B14W ,[B14WGK-625XFR-24], I7-14650HX , RTX 5070 8G , 24 Go DDR5 , 512 Go SSD ,niveau IPS, Noir,"5 425,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JMR-RV026W-32], I7-14650HX , RTX 5060 8G , 32 Go DDR5 , 1 To SSD ,WQXGA), Windows 11 ,"5 649,000 DT",1,En stock
Pc Portable Gamer MSI Katana 15 HX B14W ,[B14WGK-625XFR-32], I7-14650HX , RTX 5070 8G , 32 Go DDR5 , 512 Go SSD ,niveau IPS, Noir,"5 649,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JPR-RV027W], I7-14650HX , RTX 5070 8G , 16 Go DDR5 , 1 To SSD ,IPS, Windows 11 ,"5 729,000 DT",1,En stock
Pc Portable Dell 14 Plus 2-En-1 ,[DB04250LNL204], Ultra 9 288V , 32 Go , 1 To SSD , Windows 11 ,N/A, Bleu,"6 089,000 DT",1,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608PP-QT056W], Ryzen 9 8940HX , RTX 5070 8G , 32 Go , 1 To SSD ,IPS, Windows 11 ,"6 169,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX008], Ultra 7 255HX , RTX 5060 8G , 32 Go DDR5 , 1 To SSD ,ComfortView Plus, Windows 11 ,"6 199,000 DT",1,En stock
Pc Portable Gamer Lenovo Legion Pro 5 16IRX10 ,[83NN001TFE-2Y], I9-14900HX , RTX 5070 8G , 32 Go DDR5 , 1 To SSD ,antireflet, Windows 11 ,"6 599,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX008-48], Ultra 7 255HX , RTX 5060 8G , 48 Go DDR5 , 1 To SSD ,ComfortView Plus, Windows 11 ,"6 659,000 DT",1,En stock
Copy Of Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX008-48], Ultra 7 255HX , RTX 5060 8G , 48 Go DDR5 , 1 To SSD ,ComfortView Plus, Windows 11 ,"6 659,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR014], Core 9 270H , RTX 5070 8G , 32 Go DDR5 , 1 To SSD ,N/A, Bleu,"6 689,000 DT",1,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-1T-2Y], AI 9 HX 370 , RTX 5070 8G , 32 Go DDR5 , 1 To SSD ,165 Hz, Windows 11 Home ,"6 759,000 DT",2,Sur commande
Pc Portable Gamer MSI Crosshair 18 HX AI A2XWGKG ,[A2XWGKG-046XFR], Ultra 7 255HX , RTX 5070 8G , 16 Go DDR5 , 512 Go SSD ,niveau IPS, Noir,"6 799,000 DT",1,En stock
Pc Portable Gamer ASUS ROG Strix G16 2025 G614 ,[G614PM-RV106W-2Y], Ryzen 9 8940HX , RTX 5060 8G , 32 Go DDR5 , 1 To SSD ,Niveau IPS, Windows 11 ,"6 799,000 DT",2,En stock
PC PORTABLE GIGABYTE AORUS 16X ASG ,[GB-16X-ASGI9-2Y], I9-14900HX , RTX 4070 8G , 32 Go , 2 To SSD ,N/A, WINDOWS 11 ,"6 999,000 DT", ,Sur commande
Pc Portable Gamer MSI Crosshair 18 HX AI A2XWGKG ,[A2XWGKG-046XFR-24], Ultra 7 255HX , RTX 5070 8G , 24 Go DDR5 , 512 Go SSD ,niveau IPS, Noir,"7 019,000 DT",1,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-WH-2Y], AI 9 HX 370 , RTX 5070 8G , 32 Go DDR5 , 2 To SSD ,165 Hz, Windows 11 Pro ,"7 059,000 DT",2,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-GR-2Y], AI 9 HX 370 , RTX 5070 8G , 32 Go DDR5 , 2 To SSD ,165 Hz, Windows 11 Pro ,"7 059,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX013], Ultra 9 275HX , RTX 5070 8G , 32 Go DDR5 , 1 To SSD ,ComfortView Plus, Windows 11 ,"7 079,000 DT",1,En stock
Pc Portable Gamer Lenovo Legion Pro 5 16IAX10 ,[83F3004MFE-2Y], Ultra 7 255HX , RTX 5070 8G , 32 Go DDR5 , 1 To SSD ,DisplayHDR, Noir,"7 099,000 DT",2,Sur commande
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR014-48], Core 9 270H , RTX 5070 8G , 48 Go DDR5 , 1 To SSD ,N/A, Bleu,"7 159,000 DT",1,En stock
Pc Portable Gamer MSI Crosshair 18 HX AI A2XWGKG ,[A2XWGKG-046XFR-32], Ultra 7 255HX , RTX 5070 8G , 32 Go DDR5 , 512 Go SSD ,niveau IPS, Noir,"7 249,000 DT",1,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-WH-2Y-48], AI 9 HX 370 , RTX 5070 8G , 48 Go DDR5 , 2 To SSD ,165 Hz, Windows 11 Pro ,"7 519,000 DT",2,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-GR-2Y-48], AI 9 HX 370 , RTX 5070 8G , 48 Go DDR5 , 2 To SSD ,165 Hz, Windows 11 Pro ,"7 529,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR014-64], Core 9 270H , RTX 5070 8G , 64 Go DDR5 , 1 To SSD ,N/A, Bleu,"7 615,000 DT",1,En stock
Pc Portable Gamer ASUS ROG Zephyrus G16 GU605MI ,[GU605MI-QR128W], Ultra 9-185H , RTX 4070 8G , 32 Go , 1 To SSD ,N/A, Windows 11,"7 889,000 DT",1,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-WH-2Y-64], AI 9 HX 370 , RTX 5070 8G , 64 Go DDR5 , 2 To SSD ,165 Hz, Windows 11 Pro ,"7 945,000 DT",2,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-GR-2Y-64], AI 9 HX 370 , RTX 5070 8G , 64 Go DDR5 , 2 To SSD ,165 Hz, Windows 11 Pro ,"7 999,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX013-64], Ultra 9 275HX , RTX 5070 8G , 64 Go DDR5 , 1 To SSD ,ComfortView Plus, Windows 11 ,"7 999,000 DT",1,En stock
Pc Portable MSI Gaming Vector GP68 HX ,[GP68-HX-13VG-32], I7-13700HX , RTX 4070 8G , 32 Go,N/A,N/A,N/A,"8 009,000 DT",1,En stock
Pc Portable Gamer ASUS ROG Flow Z13 2025 GZ302EA ,[GZ302EA-RU009W], AMD Ryzen AI MAX+ 395 , 32 Go LPDDR5X , 1 To SSD , Windows 11 ,180 Hz, Noir,"8 199,000 DT",1,Sur commande
Pc Portable Gamer GIGABYTE GAMING A16 PRO DXH ,[GB-A16-PRO-DYHG5XXC-2Y], Core 7 240H , RTX 5080 16G , 32 Go , 1 To SSD ,165 Hz, Noir,"8 249,000 DT",2,En stock
"PC PORTABLE GIGABYTE AORUS MASTER 16 U9-275HX 32GB 1To SSD RTX5080 16G 16"" OLED 240Hz Win11 PRO",[BYHC5XXE64SP-2Y],N/A,N/A,N/A,N/A,N/A,N/A,"11 339,000 DT",2,Sur commande
Pc Portable Gamer Lenovo Legion Pro 7 16IAX10H ,[83F50076FG-2Y], Ultra 9 275HX , RTX 5080 16G , 64 Go DDR5 , 2 To SSD ,DisplayHDR, Windows 11 ,"12 249,000 DT",2,Sur commande
Pc Portable Gamer Lenovo Legion Pro 7 16IRX9H ,[83DE005UFG-2Y], I9-14900HX , RTX 4090 16G , 32 Go DDR5 , 1 To SSD ,antireflet, Windows 11 ,"12 499,000 DT",2,En stock
Pc Portable Gamer Lenovo Legion Pro 7 16IRX9H ,[83DE005UFG-2Y-48], I9-14900HX , RTX 4090 16G , 48 Go DDR5 , 1 To SSD ,antireflet, Windows 11 ,"12 959,000 DT",2,En stock
"PC PORTABLE GIGABYTE AORUS MASTER 18 U9-275HX 32GB 1To SSD RTX508016G 18"" Win11 PRO",[BYHC5XXD65SP-2Y],N/A,N/A,N/A,N/A,N/A,N/A,"13 249,000 DT",2,Sur commande
Pc Portable Gamer Lenovo Legion Pro 7 16IRX9H ,[83DE005UFG-2Y-64], I9-14900HX , RTX 4090 16G , 64 Go DDR5 , 1 To SSD ,antireflet, Windows 11 ,"13 425,000 DT",2,En stock
"PC PORTABLE GIGABYTE AORUS MASTER 16 U9-275HX 32GB 1To SSD RTX5090 24G 16"" OLED 240Hz Win11 PRO",[BZHC6XXE64SP-2Y],N/A,N/A,N/A,N/A,N/A,N/A,"14 799,000 DT",2,Sur commande
"PC PORTABLE GIGABYTE AORUS MASTER 18 U9-275HX 32GB 1To SSD RTX5090 24G 18"" Win11 PRO",[BZHC6XXD65SP-2Y],N/A,N/A,N/A,N/A,N/A,N/A,"16 499,000 DT",2,Sur commande
Pc Portable Gamer ASUS ROG Strix SCAR 18 2025 G835LX ,[G835LX-SA008W-2Y], Ultra 9 275HX , RTX 5090 24G , 64 Go DDR5 , 2 To SSD ,Mini LED, Windows 11 ,"17 599,000 DT",2,En stock
