Name,Reference,CPU,GPU,RAM,Storage,Refresh screen,Color,Price,Garentie,Availability
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-WH-2Y],AMD Ryzen AI,RTX 5070,32 Go,2 To,165 Hz,Blanc,"7 059,000 DT",2,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-GR-2Y],AMD Ryzen AI,RTX 5070,32 Go,2 To,165 Hz,Gris,"7 059,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX013],Intel Core Ultra,RTX 5070,32 Go,1 To,ComfortView Plus,Bleu,"7 079,000 DT",1,En stock
Pc Portable Gamer Lenovo Legion Pro 5 16IAX10 ,[83F3004MFE-2Y],Intel Core Ultra,RTX 5070,32 Go,1 To,DisplayHDR,Eclipse Noir,"7 099,000 DT",2,Sur commande
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR014-48],Intel Core 9,RTX 5070,48 Go,1 To,N/A,Bleu,"7 159,000 DT",1,En stock
Pc Portable Gamer MSI Crosshair 18 HX AI A2XWGKG ,[A2XWGKG-046XFR-32],Intel Core Ultra,RTX 5070,32 Go,512 Go,niveau IPS,Noir,"7 249,000 DT",1,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-WH-2Y-48],AMD Ryzen AI,RTX 5070,48 Go,2 To,165 Hz,Blanc,"7 519,000 DT",2,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-GR-2Y-48],AMD Ryzen AI,RTX 5070,48 Go,2 To,165 Hz,Gris,"7 529,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR014-64],Intel Core 9,RTX 5070,64 Go,1 To,N/A,Bleu,"7 615,000 DT",1,En stock
Pc Portable Gamer ASUS ROG Zephyrus G16 GU605MI ,[GU605MI-QR128W],Intel Core Ultra,RTX 4070,32 Go,1 To,N/A,Noir,"7 889,000 DT",1,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-WH-2Y-64],AMD Ryzen AI,RTX 5070,64 Go,2 To,165 Hz,Blanc,"7 945,000 DT",2,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-2T-GR-2Y-64],AMD Ryzen AI,RTX 5070,64 Go,2 To,165 Hz,Gris,"7 999,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX013-64],Intel Core Ultra,RTX 5070,64 Go,1 To,ComfortView Plus,Bleu,"7 999,000 DT",1,En stock
Pc Portable MSI Gaming Vector GP68 HX ,[GP68-HX-13VG-32],Intel Core i7-13700HX,RTX 4070,32 Go,512 Go,N/A,N/A,"8 009,000 DT",1,En stock
Pc Portable Gamer ASUS ROG Flow Z13 2025 GZ302EA ,[GZ302EA-RU009W],AMD Ryzen AI,N/A,32 Go,1 To,180 Hz,Noir,"8 199,000 DT",1,Sur commande
Pc Portable Gamer GIGABYTE GAMING A16 PRO DXH ,[GB-A16-PRO-DYHG5XXC-2Y],Intel Core 7,RTX 5080,32 Go,1 To,165 Hz,N/A,"8 249,000 DT",2,En stock
"PC PORTABLE GIGABYTE AORUS MASTER 16 U9-275HX 32GB 1To SSD RTX5080 16G 16"" OLED 240Hz Win11 PRO",[BYHC5XXE64SP-2Y],Intel Core Ultra,RTX 5080,32 Go,1 To,N/A,Blanc,"11 339,000 DT",2,Sur commande
Pc Portable Gamer Lenovo Legion Pro 7 16IAX10H ,[83F50076FG-2Y],Intel Core Ultra,RTX 5080,64 Go,2 To,DisplayHDR,Eclipse Noir,"12 249,000 DT",2,Sur commande
Pc Portable Gamer Lenovo Legion Pro 7 16IRX9H ,[83DE005UFG-2Y],Intel Core i9-14900HX,RTX 4090,32 Go,1 To,antireflet,Eclipse Noir,"12 499,000 DT",2,En stock
Pc Portable Gamer Lenovo Legion Pro 7 16IRX9H ,[83DE005UFG-2Y-48],Intel Core i9-14900HX,RTX 4090,48 Go,1 To,antireflet,Eclipse Noir,"12 959,000 DT",2,En stock
"PC PORTABLE GIGABYTE AORUS MASTER 18 U9-275HX 32GB 1To SSD RTX508016G 18"" Win11 PRO",[BYHC5XXD65SP-2Y],Intel Core Ultra,RTX 5080,32 Go,1 To,N/A,Blanc,"13 249,000 DT",2,Sur commande
Pc Portable Gamer Lenovo Legion Pro 7 16IRX9H ,[83DE005UFG-2Y-64],Intel Core i9-14900HX,RTX 4090,64 Go,1 To,antireflet,Eclipse Noir,"13 425,000 DT",2,En stock
"PC PORTABLE GIGABYTE AORUS MASTER 16 U9-275HX 32GB 1To SSD RTX5090 24G 16"" OLED 240Hz Win11 PRO",[BZHC6XXE64SP-2Y],Intel Core Ultra,RTX 5090,32 Go,1 To,N/A,Blanc,"14 799,000 DT",2,Sur commande
"PC PORTABLE GIGABYTE AORUS MASTER 18 U9-275HX 32GB 1To SSD RTX5090 24G 18"" Win11 PRO",[BZHC6XXD65SP-2Y],Intel Core Ultra,RTX 5090,32 Go,1 To,N/A,Blanc,"16 499,000 DT",2,Sur commande
Pc Portable Gamer ASUS ROG Strix SCAR 18 2025 G835LX ,[G835LX-SA008W-2Y],Intel Core Ultra,RTX 5090,64 Go,2 To,Mini LED,Noir,"17 599,000 DT",2,En stock
